message_id,text,difficulty_bucket,difficulty_score,true_intent,gold_reply_notes,true_escalate,true_escalate_reason
1457875,@XboxSupport I need help with my Xbox account,typical,0,other_unclear,Ask what specifically is wrong with the account before responding.,True,Names 'account' but gives no specifics on the actual problem.
2303810,@XboxSupport @15913 what am I missing. Have the #XboxInsidetHub installed but just get this screen when I open it... https://t.co/SHhgEfJT8z,adversarial,3,game_crash_bug,"Ask for more detail on the screen/error shown, offer standard app troubleshooting.",False,"App display issue, standard first response."
455213,@223060 @XboxSupport I’m having the same exact problem. Lights come on then go off on the hauppauge tv tuner. No channels show up. Guide doesn’t work.,adversarial,3,hardware_issue,Offer standard accessory troubleshooting; note third-party tuner support may be limited.,False,"Third-party TV tuner accessory issue, standard first response."
2508707,@XboxSupport renewed gold live but can’t play online 😒 battlefront2 is out! Help please @274992,edge,1,account_data_issue,Must not assume renewal succeeded; check subscription status.,True,Paid subscription renewal not granting expected access.
2300476,@XboxSupport Help. My FIFA 18 Is stuck on this screen. I restarted the xbox but it still stays. https://t.co/VpM6INuT7Y,adversarial,3,game_crash_bug,Must not just suggest restarting again -- already tried.,True,Restart already attempted and failed to resolve the stuck screen.
267045,"@127852 Hi, I purchased Fifa points on Xbox One and redeemed them over 24 hours ago and still haven't received them",typical,0,code_activation,Must not assume the points will arrive; needs delivery-status verification.,True,"Money involved, redemption delayed more than 24 hours past normal."
1632740,@XboxSupport Done using my ext drive for Xbox One use. How do I format back for pc use? PC won’t even detect it.,typical,0,how_to_question,Give clear drive-reformatting steps for PC use.,False,"Informational/technical guidance, no account action."
2307482,@90089 Its great. But trying to get @XboxSupport Xbox to give me an answer about hotas bug is like getting blood out of a stone!,edge,1,game_crash_bug,"Acknowledge the frustration about unresponsiveness directly, not just the bug itself.",True,Sarcastic frustration about lack of response -- churn-risk signal.
1405224,@115786 @XboxSupport @153293 Or should I wait till November but that game may glitch🤔🤔,typical,0,other_unclear,"Brief, low-stakes response; opinion/timing question.",False,"Fragment, low-stakes opinion-seeking about timing of a purchase."
959933,"@XboxSupport 
my xbox account has been blocked, I tried everything but I can not access it.
There is no reason for my account to be blocked",typical,0,account_data_issue,Must not guess at the reason for the block; needs real account review.,True,Account blocked with no stated reason -- needs human review.
657707,"@XboxSupport @130182 Hello support, they don’t want that I speak to a supervisor! How can I do? Please call me or contact me by mail!",edge,1,other_unclear,Honor the explicit request to escalate to a supervisor/human contact.,True,Customer explicitly requests supervisor escalation and a direct contact method.
2304167,@XboxSupport anytips to speed up downloads? ive been downloading 2k for almost two days now and its only at 40 percent.. :/,typical,0,network_connectivity,Must not just give generic speed tips; 2 days at 40% suggests a real underlying issue.,True,Download speed far below normal for an extended period.
705448,When you think you have a faulty Xbox One X and @XboxSupport @117331 are struggling to figure out why I can’t connect to the internet? Even my brothers Xbox and our PS4’s work😂😬😬,typical,0,network_connectivity,Treat as a possible device-specific fault given other devices on the same network work fine.,True,Isolated to this Xbox specifically; other consoles/PS4 on the same network work.
1178332,"@XboxSupport Hello! Since the OG Xbox games are on Xbox 360 marketplace, are they playable on 360 too?",adversarial,4,how_to_question,Answer the backward-compatibility question factually.,False,Informational compatibility question.
1770769,"@XboxSupport I have a LG 34UC88-b monitor and my xbox one x does not see it as a 4k display even thou it wants to output to 4k, any ideas?",adversarial,3,hardware_issue,Suggest standard HDMI/resolution-setting troubleshooting for 4K output.,False,"Display compatibility issue, standard first response."
670330,@XboxSupport I am trying get a custom gamer picture but it says my account is not an adult account so I can’t change it is there a way I can make my account into an adult account?? Please help,ambiguous,2,account_data_issue,"Point to the age/account-type change process, note identity verification is typically required.",True,Account-type/age change needed to unlock a feature.
269659,@XboxSupport This didn’t work neither of us can invite any of our friends to games,typical,0,network_connectivity,Must not repeat the same advice that didn't work; needs real diagnosis.,True,Invite feature not working despite (implied) prior troubleshooting already attempted.
727415,@XboxSupport  So my clips render unplayable when I either download them or share them through OneDrive and i don't know why?,typical,0,game_crash_bug,Offer standard troubleshooting for the capture/clip rendering bug.,False,"Known type of capture-feature bug, standard first response."
827662,@115786 @XboxSupport Because I can't redownload my account we're gonna lose this clan battle.,ambiguous,2,account_data_issue,Treat as time-sensitive given the stated competitive/time impact.,True,Redownload failure with a real time-sensitive consequence (losing a clan battle).
1958596,@XboxSupport I've tried that but phone number linked is old and my back up email is my account email,typical,0,account_data_issue,Must not guess password/verification steps; needs identity verification given outdated recovery info.,True,Account recovery details are stale -- security/verification issue needing human review.
721061,"@XboxSupport went to buy cod points for IW, system said purchase failed. So i waited and bought them. It charged me twice. How do I fix this",ambiguous,2,refund_request,Must not assume the duplicate charge will be auto-refunded; needs billing verification.,True,"Double charge on a purchase -- money involved, matches established refund rule."
458675,"@XboxSupport Just bought a new xbox one Controller, updated it, installed the adapter on my pc. It won't power on unless plugged in with a micro usb cable. Afterwards I can play in wireless mode with no problem. But i'm just unable to power it without a cable. Can you help Me ?",edge,1,hardware_issue,Suggest standard controller pairing/firmware guidance for USB-then-wireless behavior.,False,"Sounds like known controller pairing behavior, standard guidance is a reasonable first response."
1416412,@XboxSupport My VIP rank on Xbox Rewards has not moved up to lvl 4 even though I just spent about 150 to finish to ranking up a week ago,adversarial,3,account_data_issue,Must not dismiss; needs account-specific rewards/tracking verification.,True,Money spent (~150) toward a reward tier that didn't register -- matches money-involvement escalation rule.
