message_id,text,difficulty_bucket,true_intent,true_escalate,llm_pred_intent,agent_escalate,agent_draft_reply,agent_escalation_reason,agent_grounding_summary,judge_accuracy,judge_relevance,judge_tone,judge_escalation_judgment,judge_overall,judge_notes
197303,@XboxSupport I can’t play my game disc on my Xbox what do I do,typical,hardware_issue,False,hardware_issue,False,"@987654 Heya! Let's power down the console, unplug it for about 5 minutes, then plug it back in and reboot. Try inserting the disc again. If it still doesn’t work, let us know and we’ll look deeper. ^JL",,,4.0,5.0,4.0,5.0,5.0,"The reply is accurate, relevant, and appropriately friendly; the escalation decision was correctly identified as unnecessary."
154678,@XboxSupport Ive contacted support 5 times but nobody can fix my home xbox problem they’ve made me do the same thing and told me to wait but never works. I cant play my digital games offline and somebody probably has access on my live gold and games!! https://t.co/3FqqH7EE1k,ambiguous,account_data_issue,True,account_data_issue,True,@XboxSupport Hey there. Let's be sure to reach out to the chat team to look into your options: https://t.co/lUV7XYl61S ^BL,"The customer explicitly mentions a potential breach ('somebody probably has access on my live gold'), which involves account security and fraud, requiring immediate human intervention rather than a standard chat link.",@705729 Hey there. Let's be sure to reach out to the chat team to look into your; @426516 Did those steps we suggest resolve the issue you were experiencing? ^RM,5.0,2.0,2.0,5.0,2.0,"The reply ignores the urgent security breach and repeated frustration in the customer's message, offering a generic chat link instead of appropriate escalation or empathy."
2912023,@806093 @115754 @115765 @115786 @XboxSupport @115766 Dude. Absolutely freaking ridiculous. I get kicked out of games all the time. Shit freezes all the time. Whenever I'm in a party with people literally nothing works.,edge,game_crash_bug,True,network_connectivity,False,"@806093 Hi there! We’re sorry you’re having connectivity issues. Have you tried the troubleshooting steps here: https://t.co/ouleFx48g2? If the problem persists, please DM us your Gamertag so we can look into it. ^JA",,,5.0,5.0,5.0,5.0,5.0,"The reply appropriately addresses the issue with no false claims, so it's a solid 5 across the board."
1162567,@ATVIAssist @XboxSupport Error code 103294,ambiguous,other_unclear,True,other_unclear,True,"@User Heya! Activision is currently working on the issue, be sure to check: https://t.co/hHwSDE0fiJ for updates. ^JL","The user's error code (103294) does not appear in the provided grounding examples, which primarily reference a different error code (4128). Without a confirmed mapping for error 103294 in the knowledge base, sending a generic 'Activision is working on the issue' reply based on an unrelated error code is inaccurate and risky. The draft lacks specific grounding for this unique code.","@477515 Heya! Activision is currently working on the issue, be sure to check: ht; @391100 Hi, you can follow these steps if you feel your account is being comprom",2.0,1.0,4.0,5.0,2.0,The draft reply is irrelevant and risky because it applies a generic solution for a known issue to an unverified error code (103294) that was not present in the provided grounding.
1348694,@XboxSupport how do I put Xbox live gold on a child account so my daughter can play minecraft with me ?,ambiguous,how_to_question,False,how_to_question,False,"@XboxSupport Hi! Since your daughter’s account is a child account, she can’t buy or hold an Xbox Live Gold subscription directly. The easiest way is for you to purchase the subscription on your own account and then share it with her via Microsoft Family. Here’s how:

1. Sign in to your adult Xbox or PC account.
2. Go to the Microsoft Store → Subscriptions (or click on your profile > Get more subscriptions).
3. Buy an Xbox Live Gold membership.
4. Add your daughter’s child account to your Microsoft Family group if it isn’t already. You can do this from Settings → Family & other users.
5. Once she’s in the family group, the subscription will appear automatically in her account.

If she’s already in your family group, the Gold membership should show up within 24 hours. If it doesn’t, try signing out and back in on her console.

Let me know if you run into any hiccups!",,,5.0,5.0,5.0,5.0,5.0,No major issues – the reply accurately follows policy and directly addresses the request.
2209826,@XboxSupport My xbox one x won't eject disc?,typical,hardware_issue,False,hardware_issue,False,"@12345 Hi there! Let's try a quick fix: 1️⃣ Power off the console (hold the Xbox button until it turns off). 2️⃣ Wait 30 seconds, then turn it back on. 3️⃣ If the disc still won’t eject, press and hold the physical eject button on the front of the console for about 10 seconds until the drive pops open. 4️⃣ If the drive stays stuck, give your console a full power cycle by unplugging it from the wall for 1 minute and then plugging it back in. If the problem persists, please let us know your model and any error codes you see, and we’ll help arrange a repair or replacement. Happy gaming!",,,5.0,5.0,5.0,5.0,5.0,"No major issues; the reply is accurate, relevant, and appropriately toned."
1407173,@447073 @118625 @115786 It also comes with Forza 7! Right now though it appears my gears 4 code doesn't work properly. So I need to figure that out.,edge,code_activation,True,code_activation,True,"@447073 Hi, please try the steps here to help resolve the code issue: https://t.co/fHCPjSHTH7. ^ZM","The grounding examples are weak and do not support the specific troubleshooting steps provided in the draft. The past examples involve factory resets, pre-downloads, or general console weirdness, none of which specifically address failed code activation. Linking to a generic 'console weirdness' URL (from the 0.24 similarity example) for a specific code activation failure is likely inaccurate and insufficient. Code activation issues often require manual redemption or specific MSN code entry steps that are not covered by the generic troubleshooting link.",@293765 Let's try a factory reset: https://t.co/K9uQAXyBv8 then trying again wit; @425763 Hey. The game should be live now but pre-downloading was available for t,1.0,2.0,4.0,5.0,1.0,"The draft cites a link not present in the grounding examples, constituting a hallucination of resources despite the correct decision to escalate."
2300740,@115786 @115787 @XboxSupport everytime I use Netflix on my Xbox one X Scorpio edition. The screen goes black and the console turns off and I have to hard reset everytime. Is there a fix?!?,edge,hardware_issue,True,hardware_issue,True,"@115786 Hi there! When the console turns off, is the power button blinking? ^RM","The drafted reply asks a diagnostic question without first determining if the issue is hardware-related (which the customer has explicitly classified/stated) or part of a known global outage or recall. Given the severity (hard reset required) and the specific hardware nature of the complaint, simply asking if the light is blinking is insufficient and potentially misleading if the console is in a 'dead' state or experiencing a power supply failure, which often requires RMA. The grounding examples are weak as one directs to DM for vague issues and another to support lines, rather than providing a clear resolution path for a failing hardware unit.","@528250 Hey, can you direct message us and expalin what issue you are experienci; @500788 Hi there! For more insight, we recommend reaching out to the Microsoft S",4.0,3.0,4.0,4.0,4.0,"The decision to escalate is reasonable given the severity and grounding gaps, though the drafted reply itself is a generic diagnostic step rather than a failed resolution, making it slightly less problematic than the escalation reasoning implies."
1020618,@XboxSupport Let me rephrase is It possible to have the PC and Xbox connect to LIVE via wifi But dedicate the ethernet solely to streaming content from the xbox to the PC (2 Separate LANs),typical,how_to_question,False,how_to_question,False,"Hi there! If both the PC & Xbox One are on the same network, you should be able to stream gameplay to the Xbox app: https://t.co/SMfGaANDuh ^EZ","The customer's request is nearly identical to the highest-similarity past example (0.50), which asks about using Ethernet for streaming while connected to the network via Wi-Fi. The drafted reply correctly utilizes the established brand response for this scenario, confirming that streaming works if devices are on the same network and providing the relevant support link. There are no unresolved grounds for escalation.","@361516 Hi there! If both the PC &amp; Xbox One are on the same network, you sho; @490590 That currently is not a feature directly on the Xbox. However you can up",2.0,2.0,3.0,1.0,1.0,"The reply incorrectly implies the specific request to separate internet connectivity (Wi-Fi for game, Ethernet for stream) is supported by simply stating devices on the same network can stream, ignoring the customer's explicit clarification that they want the console to *not* use Ethernet for general traffic, a feature the grounding indicates is not directly available."
2801079,@XboxSupport Can i change the age at all?,typical,how_to_question,True,how_to_question,True,"Hello. Unfortunately, you cannot change the age on an existing account. You will need to create a new account with the correct information. ^CO","The issue involves core account information (age) and the proposed solution (creating a new account) is a significant friction point that may be inaccurate for certain services (like a primary profile where age cannot simply be reset without support intervention). Additionally, the grounding examples are weakly related (similarities < 0.6) and do not provide a valid precedent for changing account demographics.","@676207 Hello. Unfortunately, that's all automatically determined by the SDK.  ^; @631424 We can help take a closer look! What country are you located in? Can you",2.0,4.0,4.0,5.0,3.0,"The draft invents a specific 'create a new account' solution not backed by the grounding, while the escalation decision correctly identified this risk."
2244407,@XboxSupport Did I say minutes? It took literally seconds to disconnect when I swapped them just now.,ambiguous,other_unclear,True,network_connectivity,False,"@XboxSupport Gotcha, sorry to hear that. Mind sending us a direct message https://t.co/nPX1yNXCi5 with your Gamertag so we can further look into this? ^JA","The drafted reply accurately mirrors the pattern used in the provided similar examples (acknowledging + requesting Gamertag/DM). The issue is network connectivity, which does not trigger the escalation criteria for money or account security. The similarity score is acceptable for a standard template response, and the draft is consistent with the brand's previous handling of similar brief statements.","@179434 Gotcha. Mind sending us a direct message https://t.co/nPX1yNXCi5 with yo; @640911 Okay, when you get a moment what you will want to do in this case; is re",5.0,4.0,4.0,5.0,4.5,"The reply is accurate and appropriately handled, though slightly repetitive with the previous turn by referencing 'minutes' which the customer explicitly corrected to 'seconds'."
268860,@XboxSupport having huge issueee. Already sent a messagee. Please reply. My ultimate forza digi download wont load.,ambiguous,game_crash_bug,True,game_crash_bug,False,"@{Username} We would be happy to help! Could you DM https://t.co/nPX1yNXCi5 us your Gamertag and a summary of your issue?
 ^JS","The drafted reply is consistent with the highest similarity grounding example (similarity 0.31) which also identifies a general 'huge problem' and requests the user's Gamertag and summary via DM. The issue involves a download loading problem, which aligns with the classified intent of network_connectivity and does not involve direct financial transactions or sensitive account security credentials. The brand handles this via a standard request for information to open a case, making the auto-send safe and appropriate.","@184802 Hey there, sorry that we missed you we closed for the night, good news t; @184802 back, and would love to help if you are still experiencing an issue plea",2.0,3.0,4.0,2.0,2.0,"The reply completely ignores the user's explicit statement that they already sent a message, likely causing confusion, and the escalation logic mistakenly relies on a low-similarity (0.31) snippet to justify a standard troubleshooting flow for what is described as a 'huge issue' with a previous failed contact."
1075892,@XboxSupport @115786 just got forced to update my xbox even though i didnt want to even turned auto update off really? The new dashboard is utter garbage and you cant even view screenshots full screen without them zooming hundred times the size games keep crashing #worstupdate,ambiguous,game_crash_bug,True,game_crash_bug,False,"@987654 Hi there! I’m sorry you’re having trouble after the recent update. First, let’s do a quick power‑cycle and check your update settings: Power off the console, unplug it for 30 seconds, then plug it back in and turn it on. In Settings > System > Updates & Downloads, make sure ‘Keep my console up to date’ is toggled off if you prefer to manage updates manually. If the games are still crashing, try reinstalling the affected titles – this can clear any corrupted files introduced by the update. For a step‑by‑step crash‑fix guide, follow this link: https://support.xbox.com/help/games-apps/games-crashing ^BZ",,,4.0,3.0,4.0,4.0,4.0,Missing coverage of dashboard and screenshot issues
338390,"@XboxSupport I'm having issues with my Fallout 3. got a code with my FA4, put it in, linked to my accnt, but I don't own it apparently? Help",typical,account_data_issue,True,code_activation,False,"Hi there, we'd like to help but could use a bit more information. Please DM us at https://t.co/nPX1yNXCi5 with your gamertag and a brief summary of what happened when you tried to activate the Fallout 3 code. That will let us investigate further and get your game working. Thank you!",,,5.0,5.0,5.0,5.0,5.0,"Reply accurately mirrors the brand’s style and request, directly addresses the customer’s issue, and is appropriately toned; no escalation needed."
615591,@XboxSupport love the broad and general answer you give. Tell us how long its down for its that simple... oh wait you cant,typical,other_unclear,True,other_unclear,False,@user We are sorry to hear about the issue. We are not able to speculate how long that may take I am afraid. We recommend checking the official Xbox Status page for the most up-to-date information. ^BL,"The draft appropriately addresses the customer's complaint by mirroring the tone and content of the most similar past example (refusing to speculate on downtime duration) while adding a helpful, safe resource (status page). The customer's message is sarcastic but constitutes a general support inquiry, not a money, account, or security issue. The grounding is consistent with the brand's past behavior in similar scenarios.","@406407 We are not able to speculate how long that may take I am afraid.  ^BL; @640917 Hello, thank you for providing some positive feedback. Enjoy the rest of",5.0,5.0,4.0,5.0,5.0,"The draft is accurate and relevant, correctly limiting the scope to available information while directing the user to the status page; the tone is appropriately professional despite the customer's sarcasm."
2972586,"@XboxSupport Yes, and it always makes a grinding noise when reading a disc",typical,hardware_issue,False,hardware_issue,False,"@[CustomerName] Thank you for confirming that. A grinding noise typically indicates a hardware issue with the drive mechanism. Is your console placed on a flat, stable surface? Please also try gently cleaning the disc and the lens to ensure there is no debris interfering with the reading process. ^CO","The draft accurately addresses the reported hardware symptom (grinding noise) with standard troubleshooting steps (checking surface, cleaning lens) consistent with Xbox support guidelines. It does not involve money or account security, and the grounding examples, while low similarity, do not contradict the proposed diagnostic approach.","@615981 So, you won't download a different version of the game. You'll download ; @818723 Thank you for that information. Is your console laying down on a flat su",4.0,4.0,5.0,4.0,4.0,"The reply is solid but could have been stronger by explicitly mentioning that persistent hardware grinding often requires a repair or replacement, rather than just initial troubleshooting which may fail to resolve a mechanical failure."
1415096,@178885 keys purchased and yet again not appearing. This is the last time I waste money on RL. This happens all the time!! @XboxSupport,edge,code_activation,True,code_activation,False,"@123456 Have you checked that the key is for the correct platform and region? Try re‑entering it in the game store. If it still doesn't appear, let us know the exact key. ^RM",,,4.0,5.0,5.0,5.0,5.0,The reply is relevant and appropriately toned; accuracy is slightly lower due to lack of explicit brand policy references.
1483383,@XboxSupport Yeah none of that helped. I already did all that. It's a server problem.,typical,network_connectivity,True,network_connectivity,False,@999999 There's currently an alert here: https://t.co/99xfLNdOow. The relevant teams are working to fix the issue. Thanks for your patience!,,,5.0,5.0,5.0,5.0,5.0,"Reply is accurate, relevant, appropriately polite, and no escalation was needed."
947107,@115790 hi my fifa has been stuck on this for 15 mins. I did a reset and everything @XboxSupport https://t.co/dkSlQlAIlL,typical,game_crash_bug,True,game_crash_bug,False,@115790 Hi there! Let's go ahead and unplug the console and your router/modem for a full 5 minutes then check again.  ^BL,"The draft uses a standard troubleshooting step (power cycle) found in a highly relevant past example (similarity 0.33) where a game was stuck. The intent is a game crash/stuck screen, which is a common technical issue not involving security or money. The drafted reply is consistent with the brand's established response pattern for this type of issue.","@400786 So what happened after you reset? Did it just start fresh? Does this per; @665130 Hi there! Please let the update finish it's process, we know this can be",2.0,3.0,4.0,4.0,3.0,"The drafted advice to unplug the router is a significant leap not grounded in the provided examples, which suggest waiting for updates or asking clarifying questions about the reset state."
1354167,@115786 @XboxSupport @9914 Some please explain to me why my new live content for Madden 18 has never downloaded! It’s just a blank bar!?,edge,game_crash_bug,False,network_connectivity,False,"@115786 Hi there! We’re sorry you’re having trouble downloading the live content for Madden 18. Could you please DM us your Gamertag and let us know if you’re seeing any error messages? Also, double‑check that you have a stable network connection and enough free storage on your console. Once we have that info we’ll help you get the content installed. Thank you!",,,4.0,5.0,5.0,5.0,4.0,"The only slight concern is asking for a DM; otherwise the reply is accurate, relevant, and appropriately toned."
1277486,@115786 @XboxSupport I need help ASAP please,adversarial,other_unclear,True,other_unclear,False,"@115786 Hello! Could you please let us know your gamertag and the issue you're facing? Also, if there's an error message or when you purchased the games, that would be helpful. Thank you! ^RR",,,5.0,5.0,5.0,5.0,5.0,"The reply is fully accurate, relevant, appropriately toned, and no escalation is needed."
199879,I feel like I’m being punked by @XboxSupport ive been hung up on 3 times now after I ask for a refund.,typical,refund_request,True,refund_request,True,"@[Username] I'm sorry to hear about those disconnections. To help move your refund request forward and get you to the right team, please use this chat link: https://t.co/MoIM62G9KX ^JA","The issue involves a refund request, which falls under the 'money' category requiring human review according to the instructions. Additionally, the customer expresses frustration about being disconnected three times, indicating a heightened urgency or potential previous failed attempts that a template response might not adequately address.","@476258 Hi there! To discuss your refund options, let's have you reach out to th; @477418 How did that go when you tried? If you successfully submitted a case rev",2.0,2.0,4.0,5.0,2.0,"The decision to escalate is correct, but the drafted reply contradicts this by sending a low-effort chat link instead of acknowledging the specific frustration or confirming the escalation/human takeover."
2516434,@XboxSupport I bought a pack for marvel heroes Omega on 10/27/2017. Game is shutting down out of nowhere. How do I get a refund? Feeling scammed.,ambiguous,refund_request,True,refund_request,False,"@user Thanks for reaching out. We understand your concern regarding the upcoming shutdown of Marvel Heroes: Omega. Please note that we cannot process or speculate on refunds via Twitter. To explore your options regarding the purchased content, please reach out to our live chat team here: https://t.co/sMM0hn9ycL ^RM","The drafted reply is consistent with the grounding examples. The past instances show a clear pattern of not speculating on refunds via Twitter and directing the user to live chat for specific inquiries. The draft accurately reflects this protocol, providing the correct link and tone without making unauthorized commitments regarding the refund.",@713777 Hi there. I'm afraid we wouldn't be able to speculate about refunds on o; @713777 Recommend reaching out to the live chat team to explore some possible op,5.0,5.0,4.0,5.0,5.0,"The reply accurately reflects the grounding by refusing to speculate on refunds and directing the user to the correct channel, although the customer's strong frustration ('feeling scammed') might warrant a slightly more empathetic opening before the procedural redirection."
1695605,@XboxSupport It's ok now. It just didn't tell me the game needed an update.,adversarial,other_unclear,False,other_unclear,False,"@123456 Great to hear the game is working now! If you run into any more issues or need help, just let us know. Enjoy your gaming! ^CO",,,5.0,5.0,5.0,5.0,5.0,"The reply accurately reflects brand tone, is relevant, and appropriately does not trigger escalation."
1481758,@XboxSupport I cant play online but i can download a Xbox live gold game mike trackmania for free?,typical,network_connectivity,False,network_connectivity,False,"Hi there! We'd be happy to help with this. Could you follow us back &amp; DM your GamerTag when you get a chance? 
 ^TJ","The draft matches the established pattern for this specific issue (can download Games with Gold but cannot play online), where standard troubleshooting is often followed by requesting the GamerTag via DM for a deeper account inspection. While there is a minor semantic confusion in the customer's message between 'Gold' (subscription) and 'Games with Gold' (free titles), the drafted response is a valid first step to gather necessary information (GamerTag) to verify the account status, consistent with similar past replies.",@490465 Hi there! The proper teams are currently hard at work getting this sorte; @143146 Hi there! We'd be happy to help with this. Could you follow us back &amp,5.0,4.0,4.0,5.0,5.0,"The missing closing angle bracket in the HTML entity `&amp;` prevents the link/structure from rendering correctly, though the core logic and content are accurate."
125985,@XboxSupport What if the age on an  account is not the of the person using the account. Is there a way to change the age?,ambiguous,how_to_question,True,how_to_question,True,"@291755 You wouldn't be able to directly change the age of the account. Instead, you would need to wait until the account reaches the age of majority. 2/2 ^JA","The drafted reply is stale and irrelevant to the current customer's message. It incorrectly addresses a different user ID (@291755) from a past interaction rather than the current customer (@XboxSupport), and uses incorrect thread markers ('2/2') for a first-time response. Additionally, changing the age on an account often involves significant security and policy verification (ensuring the adult verifying it is the legal guardian), which typically requires human mediation or specific verification steps not present in the draft.","@291755 Instead, you would need to wait until the account reaches the age of maj; @173233 If the year was altered after creating the account, that will not change",2.0,2.0,3.0,5.0,2.0,"The draft is a poor attempt to auto-handle a sensitive account security issue by copying a previous data fragment instead of providing a fresh, accurate response, making the escalation decision the only high-scoring element."
194843,"@161793 @161794 @XboxSupport @115787 @115786 This crash is happening throughout the whole system. Doesn't matter what game it is. Party / Skype guarantees a crash

Worst Alpha Build",edge,game_crash_bug,True,hardware_issue,False,"@XboxSupport Hi! Let’s start with a full power cycle: turn off the console, unplug for 30 seconds, plug back in, and power on. After that, check for and install any pending system updates. If you’re still seeing crashes across all games, let us know and we’ll look into a deeper fix. Here’s a guide to help: https://t.co/XXXXX",,,4.0,5.0,5.0,2.0,4.0,The main issue is the incorrect escalation judgment—system‑wide crashes likely require higher‑level support.
632657,@XboxSupport Black ops 3 has server issues too,typical,network_connectivity,False,network_connectivity,False,"Greetings! Recommend reaching out to Activision Support here: https://t.co/upnsPjasnE so they can look into this further. 
 ^RR","The draft reply is consistent with the highest-similarity precedent (0.51) which also directs Black Ops connectivity issues to Activision Support. The secondary example (0.45) suggests Xbox can investigate, potentially creating a conflict, but the primary match strongly supports the drafted action of redirecting to the game publisher for title-specific server issues. There are no security or payment concerns.",@519759 Greetings! Recommend reaching out to Activision Support here: https://t.; @519894 We can help take a closer look into that with you - can you DM us your g,5.0,5.0,4.0,5.0,5.0,"The reply correctly identifies that Black Ops 3 is a third-party title requiring Activision Support, accurately reflecting the primary grounding example and avoiding false promises of Xbox-side fixes for game-specific servers."
2751910,@XboxSupport Is there like a power mode where the console “sleeps” so I can still have the installation going?,typical,how_to_question,False,how_to_question,True,"Hi there. Installations require the console to, technically, be powered on. If you have  1 ^BZ","The drafted reply is a fragment that appears to be a copy-paste truncation from a past example, ending abruptly with internal codes ('1 ^BZ') and an incomplete sentence ('If you have'). It lacks a complete answer and contains non-customer-facing artifacts, making it unsuitable for auto-sending.","@211954 any ideas or suggestions, we have a feedback page here: https://t.co/xzP; @211954 Hi there. Installations require the console to, technically, be powered ",1.0,2.0,1.0,5.0,1.0,"The drafted reply is a corrupted fragment containing internal codes and truncated text, making it technically inaccurate and completely unsuitable for sending, though the decision to escalate was correct."
2654554,@XboxSupport Don’t work...,adversarial,other_unclear,True,other_unclear,False,"@XboxSupport Hello! Can you tell me a bit more about what’s not working—are you having trouble connecting to Xbox Live, playing a specific game, or something else? In the meantime, try resetting your console and checking your network connection. Let me know if that helps! ^JS",,,5.0,5.0,5.0,5.0,5.0,"The reply is accurate, relevant, appropriately toned, and the non‑escalation decision is reasonable."
1759995,"@XboxSupport Found out the problem, hdmi is 1.4 not 2.0. Thank you though.",adversarial,hardware_issue,False,hardware_issue,False,@XboxSupport Glad you found the issue! Make sure you're using an HDMI 2.0 cable for the best experience with Xbox Series X|S. Let us know if you have any other questions! ^ZM,"The customer has identified their hardware issue (HDMI version) and closed the loop with a thank you. The drafted reply is appropriate, polite, and provides helpful context regarding the hardware requirement without contradicting previous interactions. The similar examples support a positive closure response.","@388487 Awesome, we're glad to hear that. Let us know if you have any other ques; @365101 Awesome! Glad to hear it, have a great night!  ^BL",5.0,5.0,5.0,5.0,5.0,"The draft is concise, polite, and aligns perfectly with the grounding examples and the customer's resolution."
2646679,Hey @XboxSupport why TF does tho happen in 2017 when I’ve had the system and the controller linked for months and months?! Is it too much to ask that my technology work? https://t.co/OvHrCx5SLY,adversarial,other_unclear,True,hardware_issue,False,Sorry to hear that! Can you DM us your Gamertag so we can take a closer look with you?,,,5.0,5.0,5.0,5.0,5.0,No issues with the draft—fully aligned with brand guidelines and customer intent.
2202213,@XboxSupport my Xbox one x keeps saying there is updates for Gears of war 4 and the downloads the entire 100+GB? I have data caps. How can I fix this issue?,ambiguous,how_to_question,False,how_to_question,True,@Customer Hi there! This issue is currently being looked into: https://support.xbox.com ^JA,"The drafted reply inaccurately claims the specific software/behavioral issue is 'currently being looked into' by copying a template from an unrelated server outage example. The grounding examples are weak in similarity (0.32-0.34) and refer to different issues (bundle bundles, server status, patch speculation) that do not provide a correct solution for the customer's specific problem with unintended download size. Additionally, providing a generic support URL without explaining that '100+GB' might refer to the full base game (not just an update) or suggesting how to manage downloads via the network settings is insufficient and potentially misleading for a user with data caps.",@423393 Activity can include all Microsoft related activity not just Xbox Live a; @659077 Hi there! This issue is currently being looked into: https://t.co/nHMno4,1.0,2.0,3.0,5.0,2.0,"The draft invents a status ('issue currently being looked into') not supported by the weakly related grounding examples, making the auto-reply factually unsafe and irrelevant to the specific technical problem."
2269264,"@XboxSupport Hi, I'm facing this problem with my Xbox One, message code: 0x80040506
The screen suddenly became black!
Help me please!",edge,hardware_issue,False,hardware_issue,False,@Customer Hello! Would you mind letting us know your gamertag so we can better assist you on our end?  ^RR,The draft accurately follows the established pattern for vague or unclear technical issues where verification of the user's identity (Gamertag) is required first. The provided grounding examples show that XboxSupport consistently asks for gamertags and specific details similar to the drafted reply. There are no indications of account security threats or financial disputes that would mandate immediate human escalation over a standard triage response.,@333945 Hello! Would you mind letting us know your gamertag so we can better ass; @794042 Hello! Would you mind letting us know your gamertag and what is going on,5.0,3.0,4.0,5.0,4.0,"The reply correctly identifies the need to gather the gamertag but misses the opportunity to acknowledge the specific error code (0x80040506) the customer provided, making it feel slightly template-like despite being factually grounded."
2745434,@768880 @XboxSupport My code for xbox live does not work.  Is this a common issue??,typical,code_activation,True,code_activation,False,"@768880 Sorry to hear that. Please try restarting your console, re-entering the code, and using a different network or device if possible. Let us know if that resolves the issue. ^RM",,,4.0,5.0,5.0,5.0,5.0,"No major issues, reply is accurate, relevant, appropriately toned, and escalation decision is reasonable."
2507179,"@XboxSupport had a halo 3 lan yesterday, my Xbox one X kept crashing about 8-10 minutes into almost every game. Is this a known issue? System linked with other X1s and a 360",typical,game_crash_bug,False,game_crash_bug,True,@user Hi there! Can you try the steps in this article to troubleshoot the crashes? https://support.xbox.com/en-US/help/bugtoubleshooting-and-fixes/fixing-issues-with-lag-dropouts-system-crashes ^TS,"Escalating because the grounding examples are weak. None of the provided past examples involve a specific game crash (Halo 3) or a local network connection issue with a mix of Xbox One X and Xbox 360 consoles. The similar examples address hardware leaks, general lag, or generic dashboard crashes with low similarity scores (0.31, 0.30, 0.27). Furthermore, the drafted reply relies on a generic URL that cannot be verified as existing or specific to Halo 3 compatibility issues, creating a risk of sending an incorrect or broken link.","@767696 That's certainly strange! In this case, you'll want to reach the chat or; @663293 Hi there! Can you go through the steps here https://t.co/6G93cXQpVc for ",2.0,2.0,4.0,5.0,3.0,"The drafted reply provides a potentially invalid or non-specific generic link instead of addressing the specific Halo 3/360 compatibility issue, making the content inaccurate despite the correct escalation decision."
246153,"@XboxSupport Due to ""downloading content"" I could not play multiplayer game (F1 2017). Xbox One S. Is this a known issue? Can I resolve it? https://t.co/sNIkNA4es6",ambiguous,game_crash_bug,False,hardware_issue,False,@customer Hi there! Can you go through the steps here https://t.co/6G93cXQpVc for this issue? ^JS,The drafted reply matches the actual response provided by XboxSupport for the most similar historical case (similarity 0.35). The other similar examples had lower similarity scores and involved a different sub-issue ('known issue' vs general lag/latency). The intended action of providing network troubleshooting steps is consistent with the brand's established behavior for this specific type of connectivity query.,@663293 Hi there! Can you go through the steps here https://t.co/6G93cXQpVc for ; @349895 Hello! Let's have you try reaching out to chat: https://t.co/aWWrMN54Vu ,5.0,4.0,4.0,5.0,4.5,"The reply accurately mirrors the grounded example and addresses the connectivity issue appropriately, with only a minor suggestion that the system could acknowledge the specific 'downloading content' symptom mentioned by the user rather than using a generic troubleshooting link."
863729,"@XboxSupport I’ve had 2 controllers since I got the console, 2 others are about a year and a half old, and the last is only a couple months old. None connect. The Xbox is directly in front of me at the end of my bed, no more then 3-4 feet from me, not sure what interference there could be.",edge,hardware_issue,False,hardware_issue,True,"Hi there, we're sorry to hear you're having trouble connecting your controllers. Sometimes interference or connectivity issues can be resolved by a few simple steps. Please try turning off your Wi-Fi enabled devices (like your phone) temporarily to see if that helps, and ensure the controllers have fresh or fully charged batteries. If you would like to continue troubleshooting your network connection or hardware issues, just let us know. ^JS","The grounded examples are weak (low similarity scores of 0.24-0.26) and address unrelated issues (music service changes, gamerscore, game-specific bugs) rather than hardware connectivity. While the draft provides generic troubleshooting (batteries, Wi-Fi), the customer describes a confusing scenario (multiple controllers of varying ages failing despite direct line of sight), which may indicate a deeper hardware issue (console port, hub, or controller sync errors) rather than simple interference. Given the limited context in the grounding and the potential for hardware failure, a human agent should verify the specific issue to provide accurate support.","@273380 Heyo, we have no information about that here. Recommend keeping an eye o; @223610 Hi, sorry to hear this. Did your console recently undergo any updates? ^",4.0,2.0,3.0,5.0,3.0,"The reply is generic and fails to address the specific pattern of multiple failures (which suggests console-side issues) or the strong grounding example asking about recent software updates, despite the correct decision to escalate."
357494,@XboxSupport Halo Wars 2 has now downloaded 14 times. It refuses to stay uninstalled. Blew right through my monthly bandwidth cap. FIX?,typical,game_crash_bug,True,game_crash_bug,False,"@Customer Hi, we are sorry to hear about the recurring download issue with Halo Wars 2. Could you please let us know if this is happening automatically on its own, or after a specific action? Also, please try going to My games & apps > Installed > Halo Wars 2 > Options > Manage game files, and check that the 'Automatic updates' box is unchecked. If the issue persists, we may need to see a screenshot of your network settings. ^RM","The drafted reply accurately addresses the 'how_to' intent by providing standard troubleshooting steps (checking automatic updates) and requesting necessary details (screenshots/original trigger), which aligns with the pattern in the provided examples of requesting more detail or diagnostics. The similarity scores are lower (0.27-0.37) but the semantic alignment between 'reinstalling itself' and the current issue is strong enough to justify the troubleshooting approach without immediate escalation.","@817007 a picture of your detailed network stats by following these steps https:; @817007 Hi, we are sorry you are experiencing this issue, could you send us  1 ^",4.0,4.0,4.0,3.0,4.0,"The reply correctly identifies the technical fix for auto-repairs but fails to explicitly address the customer's specific complaint about blowing through their bandwidth cap, which warrants a slightly stronger acknowledgment or promise of further investigation if steps fail."
2573099,"@XboxSupport Hi ordered fifa18 icon edition and not received any of the ronaldo loan packs, spoke to ure support and no help and can’t find email on your site to get in touch .! Please help .!!",adversarial,account_data_issue,True,account_data_issue,False,@289980 Thanks for reaching out! We’re sorry you haven’t received the Ronaldo loan packs in your FIFA 18 Icon Edition. Could you please DM us your Gamertag and the order reference number? That’ll help us verify your purchase and get the missing packs to you as soon as possible. ^EA,,,5.0,5.0,5.0,5.0,5.0,"The reply is accurate, relevant, appropriately toned, and the decision to handle it directly was correct."
